device_id,device_serial_number,reading,time
25,098220946-0,74,14:12:46.000
88,280333816-5,98,14:23:47.000
11,092059282-1,173,13:15:50.000
83,626572137-2,168,14:41:56.000
95,401383115-5,185,13:32:23.000
80,990196145-9,185,14:58:07.000
21,091701325-5,142,14:32:28.000
88,857692219-3,30,14:12:30.000
78,547077858-4,14,13:27:53.000
20,130832658-0,75,13:20:52.000
60,080518465-1,132,14:44:44.000
71,918862375-0,40,13:58:04.000
13,574558462-9,126,13:10:10.000
63,785303479-2,28,13:13:25.000
41,674552498-8,138,13:32:01.000
11,258063477-0,120,13:08:16.000
4,943916966-4,17,14:04:04.000
20,240660526-4,198,14:51:27.000
24,287667390-8,131,13:16:53.000
95,824953151-5,97,14:31:18.000
44,657715145-8,114,13:52:52.000
34,116994036-6,87,14:42:48.000
39,135570257-7,120,13:22:22.000
53,514650146-7,60,13:00:31.000
73,818185531-0,111,14:19:36.000
63,717765675-8,106,14:55:45.000
72,571664773-1,136,14:23:43.000
4,161755994-6,126,13:50:35.000
90,197647198-2,191,13:08:08.000
2,037961985-7,89,14:01:42.000
11,982203005-3,101,14:47:49.000
23,297486104-0,62,13:16:11.000
4,441309177-9,145,14:27:02.000
97,590175300-3,185,14:09:17.000
21,241562175-7,103,14:47:51.000
33,587127012-3,8,14:29:05.000
4,115567526-6,16,14:31:19.000
92,225926048-9,149,13:31:22.000
2,327357125-X,116,13:34:56.000
88,378680532-6,60,14:56:40.000
61,283491966-6,86,14:16:19.000
55,004191218-7,183,13:43:35.000
98,811603357-3,95,14:14:51.000
21,144035913-X,57,14:58:40.000
30,513803574-6,171,14:21:39.000
86,290211854-6,143,13:56:31.000
49,567700866-4,2,13:14:05.000
47,341280914-4,115,13:16:10.000
39,644944909-8,125,13:18:32.000
19,644014234-8,120,14:25:04.000
84,811830190-7,45,13:19:46.000
70,605103750-0,35,14:09:01.000
54,226552970-2,103,13:30:10.000
22,269237223-9,24,13:11:31.000
89,595384066-7,169,14:30:45.000
57,432687152-0,143,14:13:06.000
27,828821820-2,164,14:18:52.000
53,200033589-6,69,14:18:13.000
74,413906771-3,108,13:55:05.000
94,550613473-8,44,14:09:01.000
1,812275098-2,178,13:57:10.000
79,299231140-5,133,14:36:48.000
79,126397565-8,173,14:36:59.000
24,556097216-9,70,13:40:34.000
96,556744816-3,21,14:16:05.000
18,166742588-9,124,14:23:55.000
85,517605592-9,25,13:30:25.000
42,862444418-7,90,14:40:19.000
87,909261295-2,96,13:26:34.000
48,459569421-0,4,13:32:07.000
93,392679820-3,155,13:04:26.000
24,959582203-5,80,13:49:45.000
41,699076207-1,102,14:48:37.000
57,107968751-3,35,14:05:27.000
90,318074148-1,50,14:09:57.000
34,936110750-X,197,13:36:20.000
2,576559641-X,95,13:32:17.000
59,787711672-1,96,13:28:35.000
71,505159105-1,28,14:02:40.000
22,488491917-3,5,13:55:22.000
84,595486294-X,8,14:21:03.000
60,313908759-4,3,14:41:45.000
35,518425769-1,18,14:13:47.000
98,581725712-2,1,13:37:08.000
38,906510531-X,3,14:15:08.000
48,959653332-0,100,14:44:00.000
63,960804127-9,162,14:17:49.000
88,502834937-1,28,13:14:52.000
38,484349655-3,121,14:58:43.000
26,142513802-0,42,14:06:36.000
15,509299824-5,57,14:45:24.000
99,660320268-9,51,14:16:47.000
37,884384745-7,18,14:25:07.000
38,856669116-4,158,13:56:50.000
44,119918700-3,60,13:22:52.000
54,891628398-1,15,14:53:51.000
5,945333234-8,162,14:16:42.000
24,297889341-9,147,14:24:51.000
64,741169577-7,142,14:53:04.000
72,376764943-8,174,14:52:50.000
6,344628392-7,124,14:13:24.000
53,415160025-6,27,14:20:06.000
96,518507376-4,53,13:34:09.000
67,466201005-5,7,13:31:37.000
39,888042065-8,135,14:51:31.000
51,922032301-X,156,14:41:04.000
7,868169493-6,192,14:29:12.000
82,401376444-X,199,14:24:43.000
62,836567683-4,37,13:12:18.000
29,878080048-3,3,14:31:15.000
40,469041316-9,99,13:38:51.000
45,325297485-1,93,13:07:36.000
88,795726761-0,181,14:50:49.000
85,619400696-X,130,13:36:05.000
80,476055266-9,155,13:04:15.000
19,841086417-7,68,13:06:38.000
32,338640032-9,144,13:59:11.000
86,025437170-1,35,14:47:37.000
100,306724078-2,25,13:28:20.000
78,566114646-9,173,13:06:05.000
59,978343852-2,35,13:27:32.000
24,002978289-9,19,13:45:46.000
41,255035699-3,41,14:49:05.000
57,418363501-2,91,14:36:20.000
50,167723509-8,87,13:35:24.000
75,252359128-6,145,13:12:44.000
57,951362123-5,84,13:43:54.000
81,155307163-8,36,14:18:17.000
49,612635022-7,167,14:29:08.000
22,493966470-8,192,13:35:12.000
40,957072350-5,183,13:58:08.000
70,084355466-5,151,14:30:49.000
17,945666945-9,197,14:14:02.000
39,716231551-8,167,14:11:06.000
17,009509181-5,182,14:20:20.000
39,051538817-3,32,14:23:07.000
51,531791247-4,98,13:53:19.000
4,483860330-4,165,14:35:42.000
69,404271053-0,111,13:28:47.000
93,859028411-5,88,14:05:06.000
100,850921105-1,59,14:53:03.000
46,533376924-9,199,13:24:44.000
71,640814397-0,91,14:39:32.000
8,130719074-X,129,14:01:17.000
99,558831675-4,182,13:17:28.000
20,825567890-5,146,13:06:41.000
31,931261589-0,8,13:01:59.000
59,540398997-8,169,13:45:36.000
64,099806166-2,77,13:18:04.000
90,681046798-X,166,13:08:47.000
70,395965682-3,136,13:10:02.000
91,376221467-0,169,14:46:42.000
83,331897168-5,8,13:18:17.000
69,911723852-8,185,14:02:45.000
47,236294000-4,38,13:59:36.000
80,265340641-1,27,13:51:02.000
61,281506122-8,6,14:44:29.000
4,292896622-6,126,14:30:44.000
78,261973497-5,144,13:09:27.000
81,765747330-4,42,14:29:59.000
19,526937982-1,72,14:58:59.000
91,755803249-0,73,14:50:32.000
5,910112930-9,161,14:37:01.000
75,837250588-8,79,13:01:04.000
25,216232635-3,22,13:46:54.000
32,874465943-1,78,14:45:26.000
38,389362552-6,132,13:37:38.000
97,395408728-6,30,14:04:55.000
63,717496752-3,85,14:26:48.000
13,096193477-8,141,14:19:10.000
92,705789546-1,63,14:37:39.000
95,953400185-6,159,14:33:02.000
68,140975333-6,179,14:49:42.000
6,437706536-X,134,13:26:48.000
69,789150321-4,193,14:22:10.000
24,401766985-9,199,13:07:39.000
18,119394006-0,50,14:52:55.000
48,605289840-2,150,13:31:14.000
52,474754087-3,186,13:52:51.000
20,738462803-2,71,14:54:54.000
70,043067068-0,91,13:17:46.000
38,284246094-4,163,14:01:01.000
54,408486378-5,68,14:40:39.000
14,888779893-1,182,13:40:25.000
69,036506322-3,172,13:20:32.000
76,635643859-2,138,14:51:42.000
26,397372586-1,28,13:50:02.000
6,944943843-9,65,14:54:26.000
11,572626881-4,63,14:45:54.000
58,899273838-2,100,14:48:42.000
72,539749403-8,2,14:12:38.000
27,028445058-8,19,13:41:51.000
31,429949468-7,147,13:17:48.000
96,627259755-X,86,14:09:20.000
69,886375010-6,0,13:17:16.000
53,752975611-7,157,13:54:32.000
48,372096003-X,110,14:41:47.000
58,199807960-0,168,14:54:43.000
75,510128599-4,171,13:10:38.000
25,560131052-1,132,14:53:51.000
75,897612759-5,22,13:55:12.000
9,152378071-1,27,14:32:48.000
54,154848186-6,49,14:08:21.000
79,692303750-6,94,14:41:26.000
60,785019082-3,93,13:19:12.000
81,547614730-6,151,14:12:46.000
75,356506434-X,117,14:05:16.000
96,523279872-3,72,14:20:47.000
58,800864081-2,127,13:07:55.000
78,272758105-X,161,13:33:23.000
98,285859172-5,145,14:53:23.000
71,819267833-4,161,14:49:58.000
87,165070203-5,179,14:01:35.000
81,456639272-4,79,13:37:58.000
60,861640949-1,60,13:21:00.000
51,117795698-5,15,14:32:21.000
88,763637216-9,104,13:10:49.000
30,238305095-4,46,14:48:51.000
56,035960121-9,156,14:48:39.000
87,992593337-4,78,14:18:49.000
20,511191393-9,61,14:09:09.000
82,930209041-8,44,14:37:55.000
56,949817336-2,133,14:03:39.000
15,838442395-4,159,14:43:37.000
38,071405616-2,20,14:47:03.000
61,076529950-X,12,14:13:40.000
62,305532766-7,176,13:13:02.000
75,147129672-5,187,13:48:40.000
21,254567833-3,62,13:07:13.000
17,789583355-3,114,14:47:57.000
40,838168386-6,139,14:24:07.000
39,886428988-7,76,14:10:31.000
15,443401998-8,31,13:26:43.000
26,243178565-3,139,14:34:06.000
70,779832698-7,86,14:21:32.000
90,954899580-8,135,13:48:18.000
66,871949388-6,38,14:48:12.000
73,160103354-0,191,13:43:14.000
99,780879203-9,173,14:38:52.000
39,447008864-1,11,13:25:21.000
64,136711997-9,2,14:05:53.000
100,050815544-4,42,14:44:24.000
16,184715364-X,3,14:57:05.000
36,628420420-5,160,14:24:37.000
57,274914741-7,70,14:52:51.000
23,470737740-8,6,14:12:26.000
52,188281836-9,192,14:36:08.000
98,956113615-5,177,14:15:56.000
88,870020442-0,60,13:16:29.000
74,031071549-0,112,14:36:40.000
39,035091241-6,184,14:07:48.000
12,921983501-0,58,13:32:57.000
58,781513809-8,168,13:33:53.000
79,853853624-9,10,13:23:41.000
7,365931699-7,129,13:14:25.000
24,505298748-X,2,14:19:33.000
3,215521974-1,9,14:12:14.000
93,726750236-9,79,13:20:47.000
75,582721274-1,161,14:58:15.000
84,069590679-8,32,13:48:34.000
88,997128181-3,27,13:21:57.000
33,825592622-4,136,14:07:13.000
95,130788993-X,146,14:03:31.000
50,372321708-7,68,14:10:33.000
14,690349710-2,158,13:04:28.000
99,207012496-7,127,14:54:20.000
53,464496473-5,86,13:30:34.000
91,354482621-6,8,13:49:22.000
67,282560222-1,127,14:36:04.000
16,802691308-6,167,14:16:09.000
48,292195299-8,136,14:08:49.000
31,770749791-0,99,13:05:55.000
57,643103024-9,143,13:36:32.000
51,518403997-X,96,13:41:42.000
65,591376457-9,16,13:49:25.000
53,090121087-0,127,14:30:49.000
8,376617695-1,81,13:09:52.000
67,374040088-9,30,13:36:24.000
80,492552651-0,191,14:41:15.000
21,820281340-9,149,14:02:03.000
51,280905312-X,165,13:57:54.000
20,891612411-5,135,14:28:10.000
1,298820173-0,11,14:31:16.000
81,838488969-4,178,13:00:19.000
54,257522530-2,167,13:59:05.000
100,399267459-2,133,14:04:30.000
53,223103604-5,163,14:22:02.000
10,376268716-1,157,14:27:40.000
11,627417525-3,197,13:08:37.000
27,095239345-X,113,13:22:24.000
92,005297750-1,77,13:27:30.000
4,991859070-X,73,13:24:04.000
22,577244185-X,25,14:08:06.000
53,094020484-3,163,14:19:07.000
70,699836583-7,100,13:23:12.000
8,108270035-5,68,14:37:57.000
22,528764506-6,193,13:54:03.000
70,368883996-X,137,13:51:17.000
29,143668403-X,124,13:19:38.000
49,170533896-8,160,14:46:40.000
69,782462219-3,70,13:30:31.000
1,622316733-4,156,14:36:54.000
75,602277855-7,113,13:24:07.000
66,675701194-8,81,14:40:36.000
23,097760448-9,132,13:07:18.000
34,741052172-4,77,14:07:10.000
4,678457483-4,44,13:27:46.000
5,635498390-9,56,14:18:12.000
60,776771737-2,66,14:23:43.000
97,126598822-6,88,13:30:38.000
2,177785023-1,46,14:54:38.000
1,803831555-3,110,13:58:50.000
44,300180877-2,180,13:07:26.000
45,131777720-4,1,13:26:40.000
34,671666036-4,66,13:36:05.000
57,016789574-5,36,13:22:44.000
61,926807754-X,86,13:21:47.000
67,591821567-0,73,14:14:37.000
86,815539870-6,6,14:43:45.000
41,407409720-6,37,13:20:38.000
38,561434230-3,95,14:49:03.000
67,915990996-X,184,13:01:14.000
62,401616515-6,119,14:54:49.000
13,847257654-X,12,14:45:14.000
31,455597153-1,13,14:17:14.000
46,561259033-4,121,14:11:26.000
13,255393010-0,143,13:29:43.000
76,871468502-7,165,13:58:05.000
9,231594775-8,110,13:30:48.000
75,694933601-2,20,13:05:54.000
31,570986508-7,132,13:18:38.000
100,964104290-4,76,13:20:15.000
42,249980214-6,200,13:42:51.000
25,375969879-4,8,14:26:51.000
72,801570780-3,28,13:10:44.000
1,482281887-X,42,13:14:43.000
69,896581488-X,56,14:30:47.000
21,870045488-5,109,14:03:57.000
4,186398848-3,110,14:01:17.000
89,181551456-6,41,13:26:22.000
34,157450096-1,15,13:50:10.000
32,279128992-5,57,13:13:55.000
18,142386019-5,140,13:18:46.000
6,449185244-8,19,13:05:56.000
100,262919232-6,18,13:47:36.000
38,595342760-3,84,14:06:33.000
72,113392092-6,115,13:26:49.000
95,531851357-3,141,13:54:01.000
49,231781942-0,128,14:10:43.000
12,452376046-2,123,14:01:58.000
94,357895507-8,159,13:41:23.000
27,517295669-7,178,13:47:00.000
71,433716715-3,48,13:12:42.000
84,752317744-1,126,13:07:35.000
75,658850976-6,143,13:37:35.000
42,701291947-7,116,14:55:43.000
35,001245690-X,17,14:03:04.000
43,470369070-5,198,14:40:42.000
49,178286919-0,113,13:27:30.000
45,641877507-4,122,14:28:48.000
33,029837556-7,176,13:47:55.000
83,636685389-4,106,13:44:02.000
1,959758089-6,23,13:02:58.000
51,775644136-2,157,13:53:54.000
10,481011634-4,36,14:24:18.000
44,686891687-6,24,14:17:19.000
66,532809109-4,95,13:56:51.000
4,909046116-7,185,13:59:02.000
25,430718230-8,31,13:02:53.000
56,463268604-2,102,14:00:36.000
57,992378867-9,175,14:44:51.000
66,142959382-2,195,13:40:44.000
58,229216145-1,109,14:55:09.000
37,961281371-X,195,14:13:31.000
82,805091471-2,14,14:18:47.000
15,180875079-9,180,14:12:13.000
23,934209974-2,185,14:19:54.000
62,810643760-4,131,14:24:43.000
35,198042398-9,157,13:37:48.000
47,690472792-6,18,14:25:00.000
3,468531231-7,107,13:07:07.000
32,097998547-1,187,13:40:16.000
93,884715434-0,9,14:26:34.000
14,271077958-7,80,13:41:36.000
9,637915127-3,78,14:42:16.000
97,897084201-2,31,13:05:37.000
97,704327241-6,132,14:08:50.000
29,849082721-4,122,13:03:01.000
67,839156966-7,95,14:56:05.000
13,752414574-8,178,14:21:18.000
4,098162722-6,37,14:13:59.000
28,848759420-4,137,14:08:13.000
29,634019344-7,194,14:46:41.000
74,479842165-0,182,14:18:56.000
29,454762675-8,172,13:03:36.000
57,071631234-4,90,13:16:12.000
20,666879090-9,137,13:57:04.000
88,576998205-5,156,13:43:37.000
40,831196274-X,44,13:34:43.000
26,687710904-X,156,13:14:17.000
95,202287583-4,199,13:24:57.000
67,710916017-3,190,13:20:25.000
66,780948505-9,200,13:51:23.000
34,220209246-3,171,14:17:25.000
5,098976012-X,175,13:16:48.000
40,474719383-9,112,13:30:49.000
34,292989959-X,189,13:18:07.000
60,688949353-2,16,13:59:02.000
13,228056995-7,76,14:42:35.000
79,458930525-9,32,13:25:27.000
19,018129703-5,57,14:53:56.000
14,916081321-0,86,13:07:14.000
9,556430067-X,34,13:10:21.000
10,394916239-9,197,14:07:58.000
65,769108993-7,95,14:18:34.000
86,411269273-0,200,14:04:10.000
8,335750412-X,40,13:48:13.000
74,043567704-7,46,13:11:17.000
5,884700502-7,130,13:01:58.000
45,858408828-8,73,14:21:50.000
70,210640059-4,46,13:48:56.000
41,449089851-7,83,13:07:38.000
39,034503711-1,38,13:09:30.000
60,422491269-4,166,14:50:54.000
59,226996812-3,79,13:23:56.000
58,592840674-6,108,14:42:46.000
47,085934065-1,87,13:27:17.000
27,098158696-1,171,14:39:32.000
59,409564649-7,168,14:28:26.000
64,755831543-3,50,14:38:35.000
26,125058809-X,95,14:09:21.000
100,378361494-5,94,14:19:55.000
90,605706093-8,105,13:04:11.000
92,119112451-7,145,14:16:21.000
57,498329050-8,122,14:55:04.000
82,463270845-3,76,14:42:13.000
78,413726931-9,176,13:02:50.000
72,672361708-8,21,13:12:33.000
66,577130428-X,161,13:05:15.000
51,668954593-8,73,14:21:25.000
54,186738532-5,85,14:32:52.000
12,458242342-6,131,14:05:41.000
39,019897539-2,132,13:25:55.000
33,849358826-1,36,13:34:35.000
81,612759703-X,71,13:23:28.000
6,338183392-8,161,14:58:06.000
20,215602695-5,39,13:31:10.000
36,914777421-5,57,14:58:37.000
55,744439944-1,39,14:49:14.000
34,356749704-9,34,13:18:29.000
68,852211521-4,92,14:58:35.000
43,595709966-X,154,13:42:19.000
44,674990617-6,16,13:19:05.000
78,169688941-3,200,14:03:12.000
97,565607435-8,112,13:11:23.000
54,906040198-0,124,14:44:25.000
3,614133453-9,126,13:16:17.000
29,013253214-X,136,14:23:33.000
75,760998622-4,102,13:07:55.000
36,724175122-1,40,13:02:31.000
91,789061407-1,153,14:45:44.000
50,402272447-1,72,14:29:24.000
8,273216127-6,129,14:01:31.000
73,745833663-3,0,14:38:18.000
7,294301814-7,112,14:12:39.000
80,897822049-5,26,13:11:57.000
69,402817173-3,28,14:15:09.000
77,526705901-3,43,13:36:32.000
17,547753624-1,45,13:57:47.000
65,871742223-X,9,13:13:01.000
39,002505938-6,166,13:52:36.000
84,917927293-2,22,13:25:06.000
94,878167501-1,195,13:30:14.000
13,878042361-2,185,13:21:07.000
19,108100261-1,159,13:17:59.000
12,676838386-8,193,14:33:14.000
52,121396090-8,64,13:16:55.000
49,432104896-6,144,13:14:22.000
47,560975788-6,19,13:31:11.000
31,175392211-9,101,13:26:19.000
47,338146964-9,167,14:48:00.000
80,109214092-1,4,13:47:42.000
85,487946699-9,144,13:56:04.000
92,011779817-7,15,14:08:43.000
15,109657891-3,21,13:56:15.000
24,369832760-0,124,13:43:45.000
6,291708748-X,152,13:07:54.000
81,517856933-4,76,13:13:02.000
89,545269859-0,160,13:52:21.000
76,610431726-X,180,13:30:37.000
50,339886632-8,6,13:21:29.000
22,022006991-3,111,13:16:04.000
4,001072824-4,82,14:47:28.000
56,646676215-7,122,13:30:34.000
38,866748956-5,146,13:23:51.000
19,561939867-6,17,13:00:47.000
58,293297234-0,89,13:08:49.000
6,716302161-5,90,14:28:05.000
73,232595392-0,135,14:01:07.000
11,404212890-4,35,13:50:33.000
58,622005282-X,58,14:44:52.000
23,237540272-3,25,14:02:51.000
79,338574200-5,16,13:28:21.000
97,644086474-2,50,14:33:11.000
17,679262285-0,151,13:03:17.000
74,872890984-4,88,13:15:00.000
65,537474597-2,189,14:34:33.000
57,366266814-9,200,14:26:18.000
99,625579167-X,140,13:35:48.000
41,255633859-8,78,14:57:46.000
34,703649794-7,41,13:02:35.000
21,339312742-X,178,14:03:04.000
76,171728847-2,98,13:21:41.000
76,244200997-8,23,13:45:59.000
74,331572551-9,8,14:06:47.000
8,130745804-1,72,14:25:08.000
54,794338064-9,51,13:27:54.000
38,887697335-4,12,14:54:32.000
31,155616887-X,46,14:47:15.000
76,082435289-0,82,13:46:00.000
16,633543000-2,99,14:46:37.000
31,975267816-5,75,14:41:21.000
24,928126708-X,76,14:16:52.000
76,714892419-7,98,14:35:52.000
81,362954367-7,169,13:45:40.000
24,879426086-9,127,13:02:25.000
74,301395521-X,80,13:08:38.000
20,322221706-8,25,13:14:56.000
19,353042012-3,12,14:11:47.000
3,722272481-8,34,14:50:38.000
11,041976508-5,136,13:00:06.000
91,022604900-0,161,14:13:45.000
35,012071818-9,168,14:46:35.000
35,384144442-3,35,14:10:39.000
81,272092824-0,101,14:56:10.000
28,267095486-3,175,13:43:13.000
17,081707114-8,197,13:51:59.000
49,980693199-8,159,14:07:55.000
21,877086318-0,81,13:47:21.000
1,324876853-3,40,13:23:02.000
95,277444422-5,66,14:05:03.000
73,038806756-X,110,14:25:59.000
19,400727627-7,180,14:37:30.000
13,496560565-9,125,13:25:22.000
85,515245428-9,178,13:54:18.000
60,799716652-1,160,14:34:20.000
11,540770621-0,160,13:46:18.000
43,678846587-8,155,13:12:56.000
100,783533694-4,165,13:00:23.000
45,942764595-4,86,14:41:13.000
86,797365313-9,102,14:03:02.000
48,382112421-0,118,14:32:54.000
13,979619817-7,90,14:32:04.000
54,081450833-2,26,14:16:23.000
24,822226472-9,54,14:14:17.000
60,028070774-6,188,13:18:30.000
46,483721116-X,44,13:38:18.000
49,611919578-5,149,13:01:14.000
54,533866493-3,10,14:14:17.000
78,973046171-6,85,14:16:24.000
71,508554717-9,25,13:40:34.000
65,633591076-4,173,14:06:30.000
1,497826832-X,97,13:37:43.000
28,782318356-0,29,14:53:30.000
39,808676032-4,33,13:40:19.000
63,037242875-4,186,14:35:14.000
70,051548488-1,17,13:33:55.000
57,754059250-8,77,14:26:06.000
47,175036524-3,197,14:12:59.000
32,707272970-4,174,14:55:31.000
37,185173202-0,21,13:18:22.000
36,726168156-3,162,14:35:25.000
59,887054389-7,120,13:55:07.000
34,902886967-0,95,13:22:12.000
71,033574511-3,192,13:46:09.000
84,707996458-X,192,13:14:14.000
59,594113608-0,116,14:48:43.000
84,628242284-1,136,13:03:46.000
56,207929378-8,196,14:11:31.000
47,362613498-9,115,13:20:45.000
64,281226744-5,7,13:13:07.000
57,507916281-3,156,14:49:00.000
64,213180452-0,9,14:42:24.000
22,339668172-X,175,13:02:47.000
20,255238472-2,75,14:49:35.000
82,758540774-2,125,13:56:51.000
11,243055744-4,46,13:44:53.000
100,890076980-4,72,14:10:24.000
24,715728032-9,174,14:28:47.000
18,489001286-9,17,13:03:55.000
23,664140568-0,9,14:58:42.000
23,907523403-1,35,13:05:12.000
10,896693081-6,68,13:52:30.000
15,909840459-6,118,13:38:53.000
47,697267843-9,124,14:00:38.000
29,626158469-9,190,14:31:51.000
99,634126369-4,38,14:21:22.000
63,969848774-3,97,14:13:49.000
43,670823275-8,164,14:41:39.000
29,002379326-0,26,14:36:37.000
53,845036978-9,101,14:21:30.000
91,930016425-2,94,13:36:48.000
4,634348524-4,76,13:38:26.000
66,993416112-5,151,14:45:17.000
98,996605548-7,2,13:52:35.000
90,553639232-8,49,13:51:03.000
27,628209052-0,170,13:49:26.000
67,693621953-5,53,14:09:56.000
75,990348169-1,123,13:56:33.000
12,788194832-9,40,13:21:15.000
69,843016881-8,141,13:16:53.000
29,346992365-5,127,14:48:34.000
14,325460836-4,102,13:06:03.000
23,921588456-4,164,13:28:49.000
26,099150975-7,69,13:23:56.000
71,704865855-X,85,13:20:14.000
55,971638114-X,141,14:31:11.000
11,731529082-6,77,13:57:16.000
25,527199931-9,131,14:45:41.000
100,668406799-X,115,13:28:51.000
39,975749183-7,60,14:34:59.000
20,235225025-0,64,14:41:29.000
33,661089769-7,81,13:48:35.000
43,418104898-5,167,14:02:02.000
1,548157573-6,23,13:41:40.000
84,716427985-3,85,14:43:58.000
11,495581660-6,109,14:18:58.000
16,927356637-5,46,14:20:36.000
26,305668872-8,166,14:03:51.000
97,157475971-X,6,14:42:30.000
52,548455232-X,142,14:17:39.000
70,641653977-2,176,13:31:50.000
45,007989358-9,13,14:54:02.000
67,664471614-8,7,13:21:07.000
55,531762313-8,129,14:35:16.000
11,745777999-X,93,13:23:57.000
16,344090657-4,37,13:47:18.000
16,253674765-4,57,14:03:39.000
98,574411307-X,72,14:47:25.000
100,387298151-X,39,14:57:55.000
21,491221184-2,109,14:13:43.000
74,563928258-4,181,14:30:10.000
68,707676137-8,71,13:36:23.000
68,433997025-5,132,14:38:02.000
31,752632793-2,20,13:11:24.000
70,391707685-3,167,14:53:31.000
18,517339645-8,89,14:08:51.000
91,480488955-8,108,14:36:28.000
1,384198033-3,147,13:29:01.000
92,516129070-6,49,13:04:37.000
63,614297751-4,103,13:51:07.000
6,938037115-2,56,13:54:51.000
35,780610528-X,136,14:23:38.000
11,431331927-1,130,13:44:08.000
62,107004975-1,160,14:20:53.000
94,890373290-1,182,14:58:53.000
35,130812661-1,93,13:24:23.000
90,893099512-8,170,13:57:24.000
6,020755057-3,12,13:19:32.000
18,710561400-5,180,13:34:31.000
87,497683030-6,17,14:08:59.000
17,305047487-4,123,14:17:00.000
60,021866655-1,26,14:39:23.000
13,257535843-4,136,14:29:07.000
38,150865964-8,144,13:59:28.000
22,980916358-4,107,14:19:27.000
8,417236522-1,61,14:14:20.000
90,171961171-8,152,13:38:34.000
98,856099437-8,82,14:07:09.000
92,197788258-7,196,13:07:39.000
49,064742361-8,129,14:25:57.000
14,497031453-5,101,13:04:35.000
10,324056141-7,176,13:14:03.000
36,325031624-5,181,14:28:19.000
88,871100140-2,95,13:40:20.000
22,622381152-7,187,14:15:09.000
23,644265691-8,82,13:30:24.000
43,214368420-7,49,13:16:54.000
66,851500601-4,83,13:22:11.000
92,435229484-5,158,14:43:12.000
56,608206075-X,100,13:23:05.000
55,339764630-8,142,14:04:23.000
98,243173903-1,184,13:01:57.000
49,593949234-7,199,13:42:43.000
38,711110902-3,130,13:37:12.000
41,605098850-1,199,13:47:57.000
48,226329109-1,6,14:26:36.000
9,115781646-0,149,14:28:33.000
62,342267864-6,150,13:25:52.000
89,736192109-4,86,13:38:39.000
56,102632756-3,90,14:54:30.000
66,635563476-2,60,14:09:38.000
68,592579718-3,156,14:36:31.000
28,473429969-2,149,13:22:12.000
91,332632521-5,79,14:43:31.000
53,803003376-1,52,13:27:50.000
95,597391002-4,25,14:46:32.000
85,954294290-7,138,13:37:58.000
4,132914329-9,103,14:31:03.000
23,503050244-0,171,13:39:28.000
12,701042007-6,128,13:46:23.000
66,400702821-4,60,14:47:47.000
25,709916661-1,173,13:38:23.000
42,479004670-2,81,14:19:50.000
13,888796359-2,85,14:54:47.000
83,997674818-3,101,14:47:01.000
36,602840994-4,199,14:44:31.000
61,698241388-8,37,13:38:43.000
91,811476599-2,118,14:41:22.000
30,660277524-3,138,13:52:20.000
97,912125738-8,123,14:34:40.000
81,311594848-4,165,14:22:07.000
97,626535571-6,135,13:56:16.000
43,207801379-X,172,13:32:13.000
28,836281656-2,200,14:40:19.000
1,562465633-5,133,14:09:40.000
97,544409283-2,172,13:16:20.000
76,779126015-8,41,13:10:31.000
56,995583886-8,25,14:34:40.000
74,523675543-3,70,13:27:25.000
52,821207582-6,27,14:58:11.000
66,812941572-0,107,14:15:35.000
82,921256300-7,166,14:47:07.000
25,375732745-4,135,13:41:29.000
82,744260774-8,141,13:37:27.000
46,592057854-8,108,14:44:48.000
27,708561451-X,66,13:50:40.000
33,970815867-4,77,13:35:20.000
57,407736933-9,146,13:28:33.000
41,559935981-6,60,14:29:10.000
95,098235493-2,84,13:00:50.000
12,628263537-3,162,14:56:43.000
54,745175238-0,134,14:39:10.000
1,442745562-X,174,14:47:04.000
87,933483402-1,62,14:48:29.000
41,342776311-0,163,13:28:44.000
55,418958206-9,31,14:48:42.000
83,311843584-4,182,14:57:39.000
90,089772413-5,19,14:33:33.000
11,681344575-8,49,14:28:04.000
2,554615234-6,72,14:51:03.000
27,608086386-3,113,14:31:26.000
18,181792770-1,121,13:56:07.000
26,443449121-0,161,13:15:28.000
100,176123576-1,41,14:00:15.000
59,275515081-5,165,13:09:31.000
28,198542234-4,51,13:52:03.000
22,972519998-7,192,14:22:12.000
59,561989540-8,92,14:34:15.000
59,488256634-6,2,14:52:07.000
41,280049232-5,149,13:20:20.000
49,546001353-4,138,14:08:34.000
46,385848582-9,112,14:34:58.000
19,101229239-8,48,14:17:19.000
40,873839653-X,39,14:35:43.000
98,549873784-X,148,14:36:18.000
84,172774763-1,155,13:41:35.000
74,271946311-6,1,13:20:19.000
9,022396057-8,2,13:09:22.000
82,249460234-3,168,13:37:01.000
57,533099042-4,37,14:11:50.000
57,878962692-3,64,14:20:01.000
65,442618030-9,54,14:14:32.000
64,838202898-5,25,13:48:02.000
17,792186678-6,152,14:13:16.000
58,869928473-X,179,14:37:09.000
12,447407301-0,13,13:44:50.000
97,930377483-3,14,13:41:09.000
57,387752102-9,59,14:58:30.000
97,158275877-8,74,13:05:22.000
14,642236592-6,113,14:31:45.000
100,428209135-5,89,14:45:29.000
72,865844500-3,68,14:08:04.000
19,768399607-6,187,13:24:54.000
29,838524046-2,83,14:36:25.000
16,884639786-X,164,13:29:23.000
